"James Harden_HOU","LeBron James_CLE","Russell Westbrook_OKC","Kevin Durant_GS","Joel Embiid_PHI","Ben Simmons_PHI","Stephen Curry_GS","Chris Paul_HOU","Karl-Anthony Towns_MIN","Kristaps Porzingis_NY","Jimmy Butler_MIN","Kyrie Irving_BOS","John Wall_WAS","Kevin Love_CLE","Kyle Kuzma_LAL","Draymond Green_GS","Bradley Beal_WAS","Lonzo Ball_LAL","Paul George_OKC","Al Horford_BOS","Clint Capela_HOU","Klay Thompson_GS","Brandon Ingram_LAL","Dario Saric_PHI","Robert Covington_PHI","Enes Kanter_NY","Jeff Teague_MIN","Isaiah Thomas_CLE","Tim Hardaway_NY","Taj Gibson_MIN","Andrew Wiggins_MIN","Eric Gordon_HOU","Carmelo Anthony_OKC","Steven Adams_OKC","Jayson Tatum_BOS","Otto Porter_WAS","Jaylen Brown_BOS","Kentavious Caldwell-Pope_LAL","Julius Randle_LAL","JJ Redick_PHI","Michael Beasley_NY","Trevor Ariza_HOU","Dwyane Wade_CLE","Marcin Gortat_WAS","Jordan Bell_GS","Marcus Smart_BOS","Courtney Lee_NY","Jordan Clarkson_LAL","PJ Tucker_HOU","Marcus Morris_BOS","Jarrett Jack_NY","Ryan Anderson_HOU","Mike Scott_WAS","Kelly Oubre_WAS","Larry Nance_LAL","Richaun Holmes_PHI","Markieff Morris_WAS","Brook Lopez_LAL","Omri Casspi_GS","Trevor Booker_PHI","Terry Rozier_BOS","Jeff Green_CLE","TJ McConnell_PHI","JR Smith_CLE","Jamal Crawford_MIN","Kyle O'Quinn_NY","Frank Ntilikina_NY","Andre Iguodala_GS","Jerryd Bayless_PHI","Markelle Fultz_PHI","Nene Hilario_HOU","Jose Calderon_CLE","Tomas Satoransky_WAS","Tim Frazier_WAS","Aron Baynes_BOS","Josh Hart_LAL","Amir Johnson_PHI","Doug McDermott_NY","Jerami Grant_OKC","Patrick McCaw_GS","Shaun Livingston_GS","Kyle Korver_CLE","Corey Brewer_LAL","Guillermo Hernangomez_NY","David West_GS","Jae Crowder_CLE","Tristan Thompson_CLE","Ian Mahinmi_WAS","Daniel Theis_BOS","Tyus Jones_MIN","Gorgui Dieng_MIN","Damyean Dotson_NY","Andre Roberson_OKC","Kevon Looney_GS","Iman Shumpert_CLE","Derrick Rose_CLE","Shane Larkin_BOS","Nemanja Bjelica_MIN","Shabazz Muhammad_MIN","Lance Thomas_NY","Timothe Luwawu-Cabarrot_PHI","Ron Baker_NY","Alex Abrines_OKC","Channing Frye_CLE","Zaza Pachulia_GS","Nick Young_GS","Semi Ojeleye_BOS","Ivica Zubac_LAL","Patrick Patterson_OKC","Luc Richard Mbah a Moute_HOU","JaVale McGee_GS","Jodie Meeks_WAS","Ramon Sessions_NY","Raymond Felton_OKC","Quinn Cook_GS","Sheldon Mac_WAS","Chris McCullough_WAS","Devin Robinson_WAS","Jason Smith_WAS","Mike Young_WAS","Jabari Bird_BOS","Guerschon Yabusele_BOS","Kadeem Allen_BOS","Abdel Nader_BOS","Gordon Hayward_BOS","Anthony Brown_MIN","Cole Aldrich_MIN","Marcus Georges-Hunt_MIN","Aaron Brooks_MIN","Justin Patton_MIN","Thomas Bryant_LAL","Vander Blue_LAL","Tyler Ennis_LAL","Luol Deng_LAL","Andrew Bogut_LAL","Alex Caruso_LAL","Jacob Pullen_PHI","Justin Anderson_PHI","James Michael McAdoo_PHI","Furkan Korkmaz_PHI","Luke Kornet_NY","Isaiah Hicks_NY","Joakim Noah_NY","Dakari Johnson_OKC","Daniel Hamilton_OKC","PJ Dozier_OKC","Terrance Ferguson_OKC","Josh Huestis_OKC","Kyle Singler_OKC","Nick Collison_OKC","Briante Weber_HOU","Bobby Brown_HOU","Demetrius Jackson_HOU","Tarik Black_HOU","Troy Williams_HOU","Chinanu Onuaku_HOU","Zhou Qi_HOU","Chris Boucher_GS","Damian Jones_GS","London Perrantes_CLE","John Holland_CLE","Ante Zizic_CLE","Cedi Osman_CLE"
0,0,0,0,-65.6,65.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.4666666666667,256.266666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190.0375,0,0,0,-161.71875,0,0,-82.0583333333333,0,0,0,0,0,30.6916666666667,0,0,0,0,0,0,0,90.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100.020833333333,0,-14.1319444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.886111111111,0,0,-2.75138888888889,-57.9611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-121.981944444444,-56.8611111111111,0,0,0,0,0,0,0,-1.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,9.875,-30.0333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17.5694444444444,0,-25.3229166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75138888888889,0,0,67.7145833333333,-7.10555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.85208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5784722222222,-28.0694444444444,0,0,0,0,0,0,0,0.289583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78888888888889,-4.66319444444444,-1.84652777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-40.4375,0,-11.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57.9611111111111,0,0,-7.10555555555556,82.1916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0736111111111,43.3194444444444,0,0,0,0,0,0,0,-0.358333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.57777777777778,-7.22916666666667,12.3069444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.53125,0,0,0,0,0,0,-169.653125,0,0,0,0,0,0,0,0,0,0,0,0,-130.784375,0,0,0,0,0,0,0,0,0,0,86.29375,0,0,0,0,0,0,0,0,0,34.215625,0,0,0,0,0,0,26.75,0,0,15.146875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09375,0,0,49.715625,0,0,0,0,0,0,0,0,0
0,0,48.6383928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39.4229910714286,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7131696428571,9.43303571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.4553571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74553571428571,0,0,0,0,0,0,0,0,0,-2.0546875,0,0,0,0,0,-20.9308035714286,0,0,0,0,1.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.12611607142857,0,0,-0.665178571428571,6.03236607142857,0,-8.12834821428571,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,41.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.6830357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43303571428571,179.910714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.3125,0,0,0,0,0,0,0,0,0,41.7366071428571,0,0,0,0,0,-60.1964285714286,0,0,0,0,-10.8883928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.8080357142857,0,0,11.2678571428571,33.0580357142857,0,-11.53125,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-40.1941964285714,0,0,0,0,0,0,0,36.8627232142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4453125,0,-16.5435267857143,0,0,0,0,0,0,0,0,-11.6863839285714,0,0,0,-15.1216517857143,0,0,0,0,0,0,0,0,0,0,17.6138392857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68080357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5301339285714,0,0,0,0,0,0,0,-3.21428571428571,0,0,0,0,0,0,0,0,0,-3.85044642857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11495535714286,0,5.72321428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-87.3125,0,0,0,-56.5555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.659027777778,0,0,0,0,0,0,0,-0.895833333333333,0,0,0,0,0,0,0,0,-32.1097222222222,20.0847222222222,0,0,21.0291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1375,22.0604166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85486111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4291666666667,0,0,0,0,-5.54652777777778,0,-6.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,40.3102678571429,0,0,0,0,0,0,0,-176.228794642857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5435267857143,0,172.213169642857,0,0,0,0,0,0,0,0,75.9453125,0,0,0,-46.3337053571429,0,0,0,0,0,0,0,0,0,0,-32.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0959821428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7622767857143,0,0,0,0,0,0,0,-1.53571428571429,0,0,0,0,0,0,0,0,0,21.4040178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4832589285714,0,-13.0089285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-122.2109375,0,0,-45.4575892857143,0,0,0,0,-89.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.481026785714,51.1685267857143,0,0,0,0,0,0,0,0,117.563616071429,0,0,0,0,0,0,-47.6908482142857,0,0,23.8816964285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154.190848214286,0,0,0,0,0,0,-95.1238839285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176339285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.5323660714286,0,0,20.0691964285714,0,0,0,0,-27.1361607142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1685267857143,109.998883928571,0,0,0,0,0,0,0,0,11.6618303571429,0,0,0,0,0,0,-75.9765625,0,0,-7.15401785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.1729910714286,0,0,0,0,0,0,-104.427455357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5691964285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,43.425,-106.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.3,-22.3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2625,0,0,0,115.3125,0,0,-27.575,0,0,0,0,0,-37.975,0,0,0,0,0,0,0,-0.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.609375,0,0,0,0,0,0,-47.60625,0,0,0,0,0,0,0,0,0,0,0,0,-83.76875,0,0,0,0,0,0,0,0,0,0,34.215625,0,0,0,0,0,0,0,0,0,126.60625,0,0,0,0,0,0,52.25,0,0,-67.43125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.125,0,0,-3.815625,0,0,0,0,0,0,0,0,0
0,-56.7022569444444,0,0,0,0,0,0,0,0,0,0,0,46.2291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.439236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38107638888889,0,-15.4513888888889,0,0,0,0,0,0,0,-56.9409722222222,0,0,0,0,0,0,0,0,0,-36.3845486111111,0,0,0,1.79513888888889,3.12673611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.0928819444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37673611111111,-17.0104166666667
0,0,0,0,0,0,0,0,0,0,0,0,18.8263888888889,0,0,0,43.7847222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.895833333333333,0,0,0,0,0,0,0,111.402777777778,0,0,0,0,0,0,0,0,23.0069444444444,-40.7222222222222,0,0,45.6180555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0208333333333,33.5069444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.534722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.4027777777778,0,0,0,0,-37.3125,0,-21.9791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,119.8359375,0,0,-110.1171875,0,0,0,0,0,0,0,0,-31.640625,0,0,0,0,0,-18.3359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7890625,0,0,0,0,0,0,0,0,-50.3046875,0,0,0,0,0,0,0,0,0,0,0,-17.5,-13.90625,0,0,0,4.546875,0,0,0,0,0,0,0,0,-6.1953125,0,0,0,0,0,0,0,0,0,0,-18.390625,-18.7734375,0,0,0,0,-49.234375,0,0,0,-6.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.828125,0,0,0,0,0,0,0,-61.3805803571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.6863839285714,0,75.9453125,0,0,0,0,0,0,0,0,54.9274553571429,0,0,0,21.8091517857143,0,0,0,0,0,0,0,0,0,0,-29.8995535714286,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72991071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.4051339285714,0,0,0,0,0,0,0,-33.8214285714286,0,0,0,0,0,0,0,0,0,7.02008928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.3671875,0,-16.8839285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-174.253348214286,0,0,-32.4888392857143,0,0,0,0,28.3147321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.563616071429,11.6618303571429,0,0,0,0,0,0,0,0,107.427455357143,0,0,0,0,0,0,2.02120535714286,0,0,31.7165178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.5948660714286,0,0,0,0,0,0,-45.7600446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5602678571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.96875,0,0,0,0,0,0,-37.59375,0,0,0,0,0,0,0,0,0,0,0,0,-189.875,0,0,0,0,0,0,0,0,0,0,26.75,0,0,0,0,0,0,0,0,0,52.25,0,0,0,0,0,0,101,0,0,-81.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.0625,0,0,28.21875,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-20.9084821428571,0,0,0,0,0,0,0,100.411830357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.1216517857143,0,-46.3337053571429,0,0,0,0,0,0,0,0,21.8091517857143,0,0,0,168.7578125,0,0,0,0,0,0,0,0,0,0,-30.3772321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.5959821428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.3671875,0,0,0,0,0,0,0,-69.1875,0,0,0,0,0,0,0,0,0,12.4620535714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.2265625,0,-17.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.34375,0,0,0,0,0,0,-130.990625,0,0,0,0,0,0,0,0,0,0,0,0,97.475,0,0,0,0,0,0,0,0,0,0,15.146875,0,0,0,0,0,0,0,0,0,-67.43125,0,0,0,0,0,0,-81.4375,0,0,128.76875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.03125,0,0,16.35,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,92.5069444444444,0,0,0,61.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1097222222222,0,0,0,0,0,0,0,23.0069444444444,0,0,0,0,0,0,0,0,82.4277777777778,-3.65555555555556,0,0,-5.84305555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.99027777777778,-16.3291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.6222222222222,0,0,0,0,-27.8583333333333,0,-4.39583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-32.2361111111111,0,0,0,40.1736111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0847222222222,0,0,0,0,0,0,0,-40.7222222222222,0,0,0,0,0,0,0,0,-3.65555555555556,69.4972222222222,0,0,-18.8569444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4333333333333,2.09444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7041666666667,0,0,0,0,8.50277777777778,0,-11.9027777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.5792410714286,0,0,-15.5870535714286,0,0,0,0,95.1629464285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47.6908482142857,-75.9765625,0,0,0,0,0,0,0,0,2.02120535714286,0,0,0,0,0,0,92.6685267857143,0,0,-7.97098214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5167410714286,0,0,0,0,0,0,87.3694196428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.7388392857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-76.3,-136.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0625,-190.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.65,0,0,0,94.21875,0,0,81.425,0,0,0,0,0,-21.3875,0,0,0,0,0,0,0,-35.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-8.22916666666667,0,0,0,-26.0972222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0291666666667,0,0,0,0,0,0,0,45.6180555555556,0,0,0,0,0,0,0,0,-5.84305555555556,-18.8569444444444,0,0,133.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5444444444444,46.9763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4430555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.2541666666667,0,0,0,0,-2.8375,0,-35.0277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
