"James Harden_HOU","LeBron James_CLE","Russell Westbrook_OKC","Kevin Durant_GS","Joel Embiid_PHI","Ben Simmons_PHI","Stephen Curry_GS","Chris Paul_HOU","Karl-Anthony Towns_MIN","Kristaps Porzingis_NY","Jimmy Butler_MIN","Kyrie Irving_BOS","John Wall_WAS","Kevin Love_CLE","Kyle Kuzma_LAL","Draymond Green_GS","Bradley Beal_WAS","Lonzo Ball_LAL","Paul George_OKC","Al Horford_BOS","Clint Capela_HOU","Klay Thompson_GS","Brandon Ingram_LAL","Dario Saric_PHI","Robert Covington_PHI","Enes Kanter_NY","Jeff Teague_MIN","Isaiah Thomas_CLE","Tim Hardaway_NY","Taj Gibson_MIN","Andrew Wiggins_MIN","Eric Gordon_HOU","Carmelo Anthony_OKC","Steven Adams_OKC","Jayson Tatum_BOS","Otto Porter_WAS","Jaylen Brown_BOS","Kentavious Caldwell-Pope_LAL","Julius Randle_LAL","JJ Redick_PHI","Michael Beasley_NY","Trevor Ariza_HOU","Dwyane Wade_CLE","Marcin Gortat_WAS","Jordan Bell_GS","Marcus Smart_BOS","Courtney Lee_NY","Jordan Clarkson_LAL","PJ Tucker_HOU","Marcus Morris_BOS","Jarrett Jack_NY","Ryan Anderson_HOU","Mike Scott_WAS","Kelly Oubre_WAS","Larry Nance_LAL","Richaun Holmes_PHI","Markieff Morris_WAS","Brook Lopez_LAL","Omri Casspi_GS","Trevor Booker_PHI","Terry Rozier_BOS","Jeff Green_CLE","TJ McConnell_PHI","JR Smith_CLE","Jamal Crawford_MIN","Kyle O'Quinn_NY","Frank Ntilikina_NY","Andre Iguodala_GS","Jerryd Bayless_PHI","Markelle Fultz_PHI","Nene Hilario_HOU","Jose Calderon_CLE","Tomas Satoransky_WAS","Tim Frazier_WAS","Aron Baynes_BOS","Josh Hart_LAL","Amir Johnson_PHI","Doug McDermott_NY","Jerami Grant_OKC","Patrick McCaw_GS","Shaun Livingston_GS","Kyle Korver_CLE","Corey Brewer_LAL","Guillermo Hernangomez_NY","David West_GS","Jae Crowder_CLE","Tristan Thompson_CLE","Ian Mahinmi_WAS","Daniel Theis_BOS","Tyus Jones_MIN","Gorgui Dieng_MIN","Damyean Dotson_NY","Andre Roberson_OKC","Kevon Looney_GS","Iman Shumpert_CLE","Derrick Rose_CLE","Shane Larkin_BOS","Nemanja Bjelica_MIN","Shabazz Muhammad_MIN","Lance Thomas_NY","Timothe Luwawu-Cabarrot_PHI","Ron Baker_NY","Alex Abrines_OKC","Channing Frye_CLE","Zaza Pachulia_GS","Nick Young_GS","Semi Ojeleye_BOS","Ivica Zubac_LAL","Patrick Patterson_OKC","Luc Richard Mbah a Moute_HOU","JaVale McGee_GS","Jodie Meeks_WAS","Ramon Sessions_NY","Raymond Felton_OKC","Quinn Cook_GS","Sheldon Mac_WAS","Chris McCullough_WAS","Devin Robinson_WAS","Jason Smith_WAS","Mike Young_WAS","Jabari Bird_BOS","Guerschon Yabusele_BOS","Kadeem Allen_BOS","Abdel Nader_BOS","Gordon Hayward_BOS","Anthony Brown_MIN","Cole Aldrich_MIN","Marcus Georges-Hunt_MIN","Aaron Brooks_MIN","Justin Patton_MIN","Thomas Bryant_LAL","Vander Blue_LAL","Tyler Ennis_LAL","Luol Deng_LAL","Andrew Bogut_LAL","Alex Caruso_LAL","Jacob Pullen_PHI","Justin Anderson_PHI","James Michael McAdoo_PHI","Furkan Korkmaz_PHI","Luke Kornet_NY","Isaiah Hicks_NY","Joakim Noah_NY","Dakari Johnson_OKC","Daniel Hamilton_OKC","PJ Dozier_OKC","Terrance Ferguson_OKC","Josh Huestis_OKC","Kyle Singler_OKC","Nick Collison_OKC","Briante Weber_HOU","Bobby Brown_HOU","Demetrius Jackson_HOU","Tarik Black_HOU","Troy Williams_HOU","Chinanu Onuaku_HOU","Zhou Qi_HOU","Chris Boucher_GS","Damian Jones_GS","London Perrantes_CLE","John Holland_CLE","Ante Zizic_CLE","Cedi Osman_CLE"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.3236607142857,0,0,-19.09375,0,0,0,0,37.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8816964285714,-7.15401785714286,0,0,0,0,0,0,0,0,31.7165178571429,0,0,0,0,0,0,-7.97098214285714,0,0,119.174107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.015625,0,0,0,0,0,0,-55.1941964285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46.6651785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,62.9765625,0,0,-168.580729166667,0,0,0,0,0,0,0,0,-162.072916666667,0,0,0,0,0,12.4036458333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,129.25,0,0,0,0,0,0,0,0,-27.1067708333333,0,0,0,0,0,0,0,0,0,0,0,31.9114583333333,9.09895833333333,0,0,0,48.0260416666667,0,0,0,0,0,0,0,0,-13.1432291666667,0,0,0,0,0,0,0,0,0,0,-44.1119791666667,-27.0286458333333,0,0,0,0,-15.4583333333333,0,0,0,17.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,326.25,-144.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46875,-161.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21875,0,0,0,63.28125,0,0,28.125,0,0,0,0,0,-74.53125,0,0,0,0,0,0,0,-88.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-17.46875,0,0,0,0,0,0,0,24.0647321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6138392857143,0,-32.390625,0,0,0,0,0,0,0,0,-29.8995535714286,0,0,0,-30.3772321428571,0,0,0,0,0,0,0,0,0,0,26.9955357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,8.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1227678571429,0,0,0,0,0,0,0,35.2946428571429,0,0,0,0,0,0,0,0,0,-4.31696428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69866071428571,0,8.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12.0086805555556,0,0,0,0,0,0,0,0,0,0,0,-12.9713541666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38107638888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3298611111111,0,-8.00173611111111,0,0,0,0,0,0,0,-15.9652777777778,0,0,0,0,0,0,0,0,0,1.26736111111111,0,0,0,10.5173611111111,-1.58767361111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91579861111111,-2.78645833333333
0,0,0,0,34.75,-28.5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.62916666666667,-82.0583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.425,0,0,0,28.125,0,0,60.4416666666667,0,0,0,0,0,-4.07083333333333,0,0,0,0,0,0,0,-37.6291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.9791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.17274305555556,0,0,0,0,0,0,0,0,0,0,0,4.71354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.4513888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.00173611111111,0,65.8767361111111,0,0,0,0,0,0,0,-23.0269097222222,0,0,0,0,0,0,0,0,0,35.2873263888889,0,0,0,-43.2986111111111,-38.7482638888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5477430555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34548611111111,-13.7291666666667
0,0,0,0,0,0,0,0,-9.15972222222222,0,-23.4965277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7611111111111,0,0,-9.85208333333333,-1.37083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4034722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.70763888888889,6.72222222222222,0,0,0,0,0,0,0,-0.24375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18888888888889,-7.52430555555556,-6.20347222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.0598958333333,0,0,-25.7986111111111,0,0,0,0,0,0,0,0,-19.1423611111111,0,0,0,0,0,-25.0121527777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.3046875,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.1067708333333,0,0,0,0,0,0,0,0,113.668402777778,0,0,0,0,0,0,0,0,0,0,0,-49.1657986111111,19.3680555555556,0,0,0,2.33506944444444,0,0,0,0,0,0,0,0,-8.85850694444444,0,0,0,0,0,0,0,0,0,0,-27.7543402777778,-7.81857638888889,0,0,0,0,18.2100694444444,0,0,0,11.9288194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-81.1,55.41875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2395833333333,30.6916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.3875,0,0,0,-74.53125,0,0,-4.07083333333333,0,0,0,0,0,25.8354166666667,0,0,0,0,0,0,0,25.5770833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-61.03125,0,0,0,0,0,0,95.0625,0,0,0,0,0,0,0,0,0,0,0,0,-49.78125,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0,0,7.5625,0,0,0,0,0,0,53.1875,0,0,-69.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.0625,0,0,-11.625,0,0,0,0,0,0,0,0,0
0,27.6779513888889,0,0,0,0,0,0,0,0,0,0,0,21.1119791666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.9409722222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.9652777777778,0,-23.0269097222222,0,0,0,0,0,0,0,118.991319444444,0,0,0,0,0,0,0,0,0,-15.8559027777778,0,0,0,26.9175347222222,13.1840277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.6736111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25347222222222,19.5989583333333
0,0,0,0,0,0,0,0,0,0,0,0,-34.8472222222222,0,0,0,-6.02083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1375,0,0,0,0,0,0,0,18.0208333333333,0,0,0,0,0,0,0,0,-6.99027777777778,23.4333333333333,0,0,42.5444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1777777777778,20.0583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87222222222222,0,0,0,0,-2.23194444444444,0,-32.8680555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-87.2222222222222,0,0,0,16.4236111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0604166666667,0,0,0,0,0,0,0,33.5069444444444,0,0,0,0,0,0,0,0,-16.3291666666667,2.09444444444444,0,0,46.9763888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0583333333333,56.1395833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34930555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.9,0,0,0,0,-12.1881944444444,0,-10.0729166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9.96875,0,0,0,0,0,0,0,-54.5736607142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68080357142857,0,48.0959821428571,0,0,0,0,0,0,0,0,8.72991071428571,0,0,0,-28.5959821428571,0,0,0,0,0,0,0,0,0,0,8.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9955357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.06026785714286,0,0,0,0,0,0,0,26.1696428571429,0,0,0,0,0,0,0,0,0,6.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.9575892857143,0,-2.76785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6082589285714,0,0,20.6986607142857,0,0,0,0,-20.0959821428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154.190848214286,-35.1729910714286,0,0,0,0,0,0,0,0,-46.5948660714286,0,0,0,0,0,0,14.5167410714286,0,0,-32.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.811383928571,0,0,0,0,0,0,45.4319196428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74330357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-178.45,-1.48125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88541666666667,90.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.5875,0,0,0,-88.59375,0,0,-37.6291666666667,0,0,0,0,0,25.5770833333333,0,0,0,0,0,0,0,78.9104166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6229166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-39.6339285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.4553571428571,-1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88392857142857,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,-1.04464285714286,0,0,0,0,16.2767857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24107142857143,0,0,6.55357142857143,-7.00892857142857,0,5.25892857142857,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-226.364583333333,0,0,-89.8524305555556,0,0,0,0,0,0,0,0,-4.89149305555556,0,0,0,0,0,42.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9114583333333,0,0,0,0,0,0,0,0,-49.1657986111111,0,0,0,0,0,0,0,0,0,0,0,163.710069444444,20.6605902777778,0,0,0,34.3315972222222,0,0,0,0,0,0,0,0,-13.8081597222222,0,0,0,0,0,0,0,0,0,0,15.8532986111111,2.78211805555556,0,0,0,0,21.9800347222222,0,0,0,-14.9730902777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-31.2473958333333,0,0,-22.2612847222222,0,0,0,0,0,0,0,0,-19.8394097222222,0,0,0,0,0,2.24913194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09895833333333,0,0,0,0,0,0,0,0,19.3680555555556,0,0,0,0,0,0,0,0,0,0,0,20.6605902777778,28.4548611111111,0,0,0,4.95920138888889,0,0,0,0,0,0,0,0,-3.34982638888889,0,0,0,0,0,0,0,0,0,0,25.0225694444444,-9.37152777777778,0,0,0,0,-2.97829861111111,0,0,0,-1.49392361111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12.4600694444444,0,0,0,0,0,0,0,0,0,0,0,-21.2604166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.3845486111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26736111111111,0,35.2873263888889,0,0,0,0,0,0,0,-15.8559027777778,0,0,0,0,0,0,0,0,0,30.6111111111111,0,0,0,-21.0373263888889,-23.6111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5069444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14236111111111,1.41666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7198660714286,0,0,-15.5602678571429,0,0,0,0,41.8683035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.1238839285714,-104.427455357143,0,0,0,0,0,0,0,0,-45.7600446428571,0,0,0,0,0,0,87.3694196428571,0,0,-55.1941964285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4319196428571,0,0,0,0,0,0,147.766741071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07366071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.63020833333333,0,0,-70.8246527777778,0,0,0,0,0,0,0,0,-73.4574652777778,0,0,0,0,0,6.59461805555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0260416666667,0,0,0,0,0,0,0,0,2.33506944444444,0,0,0,0,0,0,0,0,0,0,0,34.3315972222222,4.95920138888889,0,0,0,62.0798611111111,0,0,0,0,0,0,0,0,-16.1657986111111,0,0,0,0,0,0,0,0,0,0,-42.0538194444444,-3.81597222222222,0,0,0,0,21.7282986111111,0,0,0,12.9314236111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.97743055555556,0,0,0,0,0,0,0,0,0,0,0,-15.0026041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79513888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5173611111111,0,-43.2986111111111,0,0,0,0,0,0,0,26.9175347222222,0,0,0,0,0,0,0,0,0,-21.0373263888889,0,0,0,52.8767361111111,22.5451388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.7196180555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84548611111111,27.6666666666667
0,2.41493055555556,0,0,0,0,0,0,0,0,0,0,0,-19.4895833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12673611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58767361111111,0,-38.7482638888889,0,0,0,0,0,0,0,13.1840277777778,0,0,0,0,0,0,0,0,0,-23.6111111111111,0,0,0,22.5451388888889,49.8298611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0381944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30642361111111,2.76302083333333
0,0,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,-1.06944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85486111111111,0,0,0,0,0,0,0,-0.534722222222222,0,0,0,0,0,0,0,0,14.0611111111111,25.2763888888889,0,0,36.4430555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4666666666667,2.34930555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1590277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18611111111111,0,0,0,0,3.94236111111111,0,-41.1979166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
